WooCommerce PayPal Payments;https://ru.wordpress.org/plugins/woocommerce-paypal-payments/;700 000+ активных установок;6.8.1
MainWP Child — Securely Connects to the MainWP Dashboard to Manage Multiple Sites;https://ru.wordpress.org/plugins/mainwp-child/;700 000+ активных установок;6.8.1
WooCommerce Tax (formerly WooCommerce Shipping & Tax);https://ru.wordpress.org/plugins/woocommerce-services/;700 000+ активных установок;6.8.1
Widgets for Google Reviews;https://ru.wordpress.org/plugins/wp-reviews-plugin-for-google/;700 000+ активных установок;6.8.1
Ninja Forms — The Contact Form Builder That Grows With You;https://ru.wordpress.org/plugins/ninja-forms/;700 000+ активных установок;6.8.1
Under Construction;https://ru.wordpress.org/plugins/under-construction-page/;700 000+ активных установок;6.8.1
Simple Custom CSS and JS;https://ru.wordpress.org/plugins/custom-css-js/;600 000+ активных установок;6.8.1
Post Types Order;https://ru.wordpress.org/plugins/post-types-order/;600 000+ активных установок;6.8.2
Click to Chat — HoliThemes;https://ru.wordpress.org/plugins/click-to-chat-for-whatsapp/;600 000+ активных установок;6.8.1
Disable Gutenberg;https://ru.wordpress.org/plugins/disable-gutenberg/;600 000+ активных установок;6.8.1
Enable Media Replace;https://ru.wordpress.org/plugins/enable-media-replace/;600 000+ активных установок;6.8.1
WP Statistics — The Most Popular Privacy-Friendly Analytics Plugin;https://ru.wordpress.org/plugins/wp-statistics/;600 000+ активных установок;6.8.1
Kirki Customizer Framework;https://ru.wordpress.org/plugins/kirki/;600 000+ активных установок;6.4.5
YITH WooCommerce Wishlist;https://ru.wordpress.org/plugins/yith-woocommerce-wishlist/;600 000+ активных установок;6.8.1
Meta Box;https://ru.wordpress.org/plugins/meta-box/;600 000+ активных установок;6.8.1
Header Footer Code Manager;https://ru.wordpress.org/plugins/header-footer-code-manager/;600 000+ активных установок;6.8.1
Royal Elementor Addons and Templates;https://ru.wordpress.org/plugins/royal-elementor-addons/;600 000+ активных установок;6.8.1
Contact Form 7 Database Addon — CFDB7;https://ru.wordpress.org/plugins/contact-form-cfdb7/;600 000+ активных установок;6.8.1
Broken Link Checker;https://ru.wordpress.org/plugins/broken-link-checker/;600 000+ активных установок;6.8.1
Ocean Extra;https://ru.wordpress.org/plugins/ocean-extra/;600 000+ активных установок;6.8.1
Slider, Gallery, and Carousel by MetaSlider — Image Slider, Video Slider;https://ru.wordpress.org/plugins/ml-slider/;600 000+ активных установок;6.8.1
Forminator Forms – Contact Form, Payment Form & Custom Form Builder;https://ru.wordpress.org/plugins/forminator/;600 000+ активных установок;6.8.1
Easy WP SMTP — WordPress SMTP и журналы электронной почты: Gmail, Office 365, Outlook, произвольный SMTP-сервер и многое другое;https://ru.wordpress.org/plugins/easy-wp-smtp/;500 000+ активных установок;6.8.1
Easy Table of Contents;https://ru.wordpress.org/plugins/easy-table-of-contents/;500 000+ активных установок;6.8.1
Fluent Forms — Customizable Contact Forms, Survey, Quiz, & Conversational Form Builder;https://ru.wordpress.org/plugins/fluentform/;500 000+ активных установок;6.8.1
MailPoet — рассылки, маркетинг и автоматизация электронной почты;https://ru.wordpress.org/plugins/mailpoet/;500 000+ активных установок;6.8.1
SiteGuard WP Plugin;https://ru.wordpress.org/plugins/siteguard/;500 000+ активных установок;6.8.1
Page Builder от SiteOrigin;https://ru.wordpress.org/plugins/siteorigin-panels/;500 000+ активных установок;6.8.1
BackWPup – плагин для резервного копирования и восстановления WordPress;https://ru.wordpress.org/plugins/backwpup/;500 000+ активных установок;6.8.1
LightStart — Режим обслуживания, Скоро и Страница входа;https://ru.wordpress.org/plugins/wp-maintenance-mode/;500 000+ активных установок;6.8.1
WP-PageNavi;https://ru.wordpress.org/plugins/wp-pagenavi/;500 000+ активных установок;6.7.2
Backuply — Backup, Restore, Migrate and Clone;https://ru.wordpress.org/plugins/backuply/;500 000+ активных установок;6.8.1
Category Order and Taxonomy Terms Order;https://ru.wordpress.org/plugins/taxonomy-terms-order/;500 000+ активных установок;6.8.2
Facebook for WooCommerce;https://ru.wordpress.org/plugins/facebook-for-woocommerce/;500 000+ активных установок;6.8.1
MetForm — Contact Form, Survey, Quiz, & Custom Form Builder for Elementor;https://ru.wordpress.org/plugins/metform/;500 000+ активных установок;6.8.1
Gutenberg Blocks with AI by Kadence WP – Page Builder Features;https://ru.wordpress.org/plugins/kadence-blocks/;500 000+ активных установок;6.8.1
WP Shortcodes Plugin — Shortcodes Ultimate;https://ru.wordpress.org/plugins/shortcodes-ultimate/;500 000+ активных установок;6.8.1
Converter for Media — Оптимизация изображений | Конвертация WebP и AVIF;https://ru.wordpress.org/plugins/webp-converter-for-media/;500 000+ активных установок;6.8.1
SiteOrigin Widgets Bundle;https://ru.wordpress.org/plugins/so-widgets-bundle/;500 000+ активных установок;6.8.1
PixelYourSite — Your smart PIXEL (TAG) & API Manager;https://ru.wordpress.org/plugins/pixelyoursite/;500 000+ активных установок;6.8.1
Checkout Field Editor (Checkout Manager) for WooCommerce;https://ru.wordpress.org/plugins/woo-checkout-field-editor-pro/;500 000+ активных установок;6.8.1
GA Google Analytics – Connect Google Analytics to WordPress;https://ru.wordpress.org/plugins/ga-google-analytics/;500 000+ активных установок;6.8.1
AMP;https://ru.wordpress.org/plugins/amp/;500 000+ активных установок;6.8.1
WooCommerce Legacy REST API;https://ru.wordpress.org/plugins/woocommerce-legacy-rest-api/;400 000+ активных установок;
SpeedyCache — Cache, Optimization, Performance;https://ru.wordpress.org/plugins/speedycache/;400 000+ активных установок;6.8.1
Font Awesome;https://ru.wordpress.org/plugins/font-awesome/;400 000+ активных установок;6.8.1
Creative Mail — упрощенный маркетинг по электронной почте для WordPress и WooCommerce.;https://ru.wordpress.org/plugins/creative-mail-by-constant-contact/;400 000+ активных установок;6.5.5
Meta pixel for WordPress;https://ru.wordpress.org/plugins/official-facebook-pixel/;400 000+ активных установок;6.8.1
Extendify;https://ru.wordpress.org/plugins/extendify/;400 000+ активных установок;6.8.1
Photo Gallery, Sliders, Proofing and Themes — NextGEN Gallery;https://ru.wordpress.org/plugins/nextgen-gallery/;400 000+ активных установок;6.8.1
Happy Addons for Elementor;https://ru.wordpress.org/plugins/happy-elementor-addons/;400 000+ активных установок;6.8.1
FluentSMTP — WP SMTP Plugin с Amazon SES, SendGrid, MailGun, Postmark, Google и любым другим SMTP-провайдером;https://ru.wordpress.org/plugins/fluent-smtp/;400 000+ активных установок;6.7.2
Breeze — плагин кэширования для WordPress;https://ru.wordpress.org/plugins/breeze/;400 000+ активных установок;6.8.1
Max Mega Menu;https://ru.wordpress.org/plugins/megamenu/;400 000+ активных установок;6.8.1
Templately – Elementor & Gutenberg Template Library: 5500+ Free & Pro Ready Templates And Cloud!;https://ru.wordpress.org/plugins/templately/;400 000+ активных установок;6.8.1
CoBlocks — конструктор страниц Блоки Gutenberg;https://ru.wordpress.org/plugins/coblocks/;400 000+ активных установок;6.8.1
Intuitive Custom Post Order;https://ru.wordpress.org/plugins/intuitive-custom-post-order/;400 000+ активных установок;6.4.5
WebP Express;https://ru.wordpress.org/plugins/webp-express/;400 000+ активных установок;6.5.5
GoSMTP — SMTP for WordPress;https://ru.wordpress.org/plugins/gosmtp/;400 000+ активных установок;6.7.2
WP Reset — Самый продвинутый инструмент сброса WordPress;https://ru.wordpress.org/plugins/wp-reset/;400 000+ активных установок;6.8.1
Really Simple CAPTCHA;https://ru.wordpress.org/plugins/really-simple-captcha/;400 000+ активных установок;6.7.2
Admin Menu Editor;https://ru.wordpress.org/plugins/admin-menu-editor/;400 000+ активных установок;6.8.1
Post SMTP — WP SMTP Plugin with Email Logs and Mobile App for Failure Notifications — Gmail SMTP, Office 365, Brevo, Mailgun, Amazon SES and more;https://ru.wordpress.org/plugins/post-smtp/;400 000+ активных установок;6.8.1
Honeypot for Contact Form 7 — Protect Contact Form 7 spam with ease! [100% FREE Anti-Spam Plugin];https://ru.wordpress.org/plugins/contact-form-7-honeypot/;400 000+ активных установок;6.7.2
Page Builder: PageLayer — конструктор веб-сайтов с помощью перетаскивания;https://ru.wordpress.org/plugins/pagelayer/;400 000+ активных установок;6.8.1
Limit Login Attempts;https://ru.wordpress.org/plugins/limit-login-attempts/;400 000+ активных установок;6.2.6
Translate Multilingual sites — TranslatePress;https://ru.wordpress.org/plugins/translatepress-multilingual/;300 000+ активных установок;6.8.1
ExactMetrics — консоль Google Analytics для WordPress (плагин статистики веб-сайта);https://ru.wordpress.org/plugins/google-analytics-dashboard-for-wp/;300 000+ активных установок;6.8.1
Custom Fonts — Host Your Fonts Locally;https://ru.wordpress.org/plugins/custom-fonts/;300 000+ активных установок;6.8.1
Social Sharing Plugin — Sassy Social Share;https://ru.wordpress.org/plugins/sassy-social-share/;100 000+ активных установок;6.8.1
Elementor Custom Skin;https://ru.wordpress.org/plugins/ele-custom-skin/;100 000+ активных установок;6.5.5
Menu Image, Icons made easy;https://ru.wordpress.org/plugins/menu-image/;100 000+ активных установок;6.7.2
Image Widget;https://ru.wordpress.org/plugins/image-widget/;100 000+ активных установок;6.7.2
CAPTCHA 4WP — Antispam CAPTCHA solution for WordPress;https://ru.wordpress.org/plugins/advanced-nocaptcha-recaptcha/;100 000+ активных установок;6.8.1
SEO Plugin by Squirrly SEO;https://ru.wordpress.org/plugins/squirrly-seo/;100 000+ активных установок;6.8.1
WP Chat App;https://ru.wordpress.org/plugins/wp-whatsapp/;100 000+ активных установок;6.8.1
Crowdsignal Forms;https://ru.wordpress.org/plugins/crowdsignal-forms/;100 000+ активных установок;6.5.5
Mercado Pago payments for WooCommerce;https://ru.wordpress.org/plugins/woocommerce-mercadopago/;100 000+ активных установок;6.8.1
Advanced Access Manager — Restricted Content, Users & Roles, Enhanced Security and More;https://ru.wordpress.org/plugins/advanced-access-manager/;100 000+ активных установок;6.8.1
10Web Booster — Оптимизация скорости работы сайта, Кэша и Скорости Страницы;https://ru.wordpress.org/plugins/tenweb-speed-optimizer/;100 000+ активных установок;6.8.1
Payment Plugins for Stripe WooCommerce;https://ru.wordpress.org/plugins/woo-stripe-payment/;100 000+ активных установок;6.8.1
Stackable — конструктор страниц блоками Gutenberg;https://ru.wordpress.org/plugins/stackable-ultimate-gutenberg-blocks/;100 000+ активных установок;6.8.1
Feeds for YouTube (плагин для видео, канала и галереи YouTube);https://ru.wordpress.org/plugins/feeds-for-youtube/;100 000+ активных установок;6.8.1
Prime Slider — аддоны для Elementor (Революция слайдера, Hero Slider, Ecommerce Slider);https://ru.wordpress.org/plugins/bdthemes-prime-slider-lite/;100 000+ активных установок;6.8.1
Translate WordPress — Google Language Translator;https://ru.wordpress.org/plugins/google-language-translator/;100 000+ активных установок;6.8.1
Schema & Structured Data for WP & AMP;https://ru.wordpress.org/plugins/schema-and-structured-data-for-wp/;100 000+ активных установок;6.8.1
Aruba HiSpeed Cache;https://ru.wordpress.org/plugins/aruba-hispeed-cache/;100 000+ активных установок;6.7.2
Relevanssi — Лучший поиск;https://ru.wordpress.org/plugins/relevanssi/;100 000+ активных установок;6.8.1
BuddyPress;https://ru.wordpress.org/plugins/buddypress/;100 000+ активных установок;6.7.2
Export All URLs;https://ru.wordpress.org/plugins/export-all-urls/;50 000+ активных установок;6.8.1
Contact Form 7 Multi-Step Forms;https://ru.wordpress.org/plugins/contact-form-7-multi-step-module/;50 000+ активных установок;6.8.1
WP Edit;https://ru.wordpress.org/plugins/wp-edit/;50 000+ активных установок;4.9.26
Genesis eNews Extended;https://ru.wordpress.org/plugins/genesis-enews-extended/;50 000+ активных установок;6.8.1
Premmerce Permalink Manager for WooCommerce;https://ru.wordpress.org/plugins/woo-permalink-manager/;50 000+ активных установок;6.8.1
Super Page Cache;https://ru.wordpress.org/plugins/wp-cloudflare-page-cache/;50 000+ активных установок;6.8.1
HTTP Headers;https://ru.wordpress.org/plugins/http-headers/;50 000+ активных установок;6.7.2
Sina Extension for Elementor (Header Builder, Footer Builter, Theme Builder, Slider, Gallery, Form, Modal, Data Table Free Elementor Widgets & Elementor Templates);https://ru.wordpress.org/plugins/sina-extension-for-elementor/;50 000+ активных установок;6.8.1
Custom Taxonomy Order;https://ru.wordpress.org/plugins/custom-taxonomy-order-ne/;50 000+ активных установок;6.8.1
Slim SEO — быстрый и автоматизированный SEO-плагин для WordPress;https://ru.wordpress.org/plugins/slim-seo/;50 000+ активных установок;6.8.2
Visual Composer Website Builder;https://ru.wordpress.org/plugins/visualcomposer/;50 000+ активных установок;6.8.1
Ultimate Category Excluder;https://ru.wordpress.org/plugins/ultimate-category-excluder/;50 000+ активных установок;6.8.1
ActiveCampaign — формы связи, отслеживание по сайту, интерактивный чат;https://ru.wordpress.org/plugins/activecampaign-subscription-forms/;50 000+ активных установок;6.8.1
WP Recipe Maker;https://ru.wordpress.org/plugins/wp-recipe-maker/;50 000+ активных установок;6.8.1
Uncanny Automator — Easy Automation, Integration, Webhooks & Workflow Builder Plugin;https://ru.wordpress.org/plugins/uncanny-automator/;50 000+ активных установок;6.8.1
Better Find and Replace — AI-Powered Suggestions;https://ru.wordpress.org/plugins/real-time-auto-find-and-replace/;50 000+ активных установок;6.8.1
WP Доступность;https://ru.wordpress.org/plugins/wp-accessibility/;50 000+ активных установок;6.8.1
Simple Banner — Easily add multiple Banners/Bars/Notifications/Announcements to the top or bottom of your website;https://ru.wordpress.org/plugins/simple-banner/;50 000+ активных установок;6.8.1
Disqus Comment System;https://ru.wordpress.org/plugins/disqus-comment-system/;50 000+ активных установок;6.8.1
Dokan: AI Powered WooCommerce Multivendor Marketplace Solution – Build Your Own Amazon, eBay, Etsy;https://ru.wordpress.org/plugins/dokan-lite/;50 000+ активных установок;6.8.1
